GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G1901930,100884,,,1126,Iowa,Woodbury,1980,114.98,,1169,97659,2272399548.4,1.12,96.8,1.16,314,0.31
G1901950,9075,,,22,Iowa,Worth,1980,22.59,,4,9008,1040413421.64,0.24,99.26,0.04,6,0.07
G1901970,16319,,,0,Iowa,Wright,1980,28.01,,18,16178,1508755622.34,0,99.14,0.11,78,0.48
G2000010,15654,,,247,Kansas,Allen,1980,30.99,,78,15196,1308419444.02,1.58,97.07,0.5,27,0.17
G2000030,8749,,,14,Kansas,Anderson,1980,14.97,,42,8675,1513319163.24,0.16,99.15,0.48,6,0.07
G2000050,18397,,,1143,Kansas,Atchison,1980,42.29,,70,16999,1126753384.59,6.21,92.4,0.38,47,0.26
G2000070,6548,,,10,Kansas,Barber,1980,5.76,,26,6457,2942776588.89,0.15,98.61,0.4,10,0.15
G2000090,31343,,,322,Kansas,Barton,1980,34.81,,73,30598,2332195534.75,1.03,97.62,0.23,145,0.46
G2000110,15969,,,398,Kansas,Bourbon,1980,25,,51,15406,1654547939.96,2.49,96.47,0.32,60,0.38
G2000130,11955,,,127,Kansas,Brown,1980,20.89,,632,11128,1481977738.92,1.06,93.08,5.29,13,0.11
G2000150,44782,,,269,Kansas,Butler,1980,30.96,,246,43889,3746230669.18,0.6,98.01,0.55,107,0.24
G2000170,3309,,,19,Kansas,Chase,1980,4.25,,17,3249,2015045064.91,0.57,98.19,0.51,3,0.09
G2000190,5016,,,14,Kansas,Chautauqua,1980,7.78,,91,4868,1670099449.09,0.28,97.05,1.81,21,0.42
G2000210,22304,,,162,Kansas,Cherokee,1980,37.74,,481,21596,1530598461.43,0.73,96.83,2.16,22,0.1
G2000230,3678,,,1,Kansas,Cheyenne,1980,3.6,,6,3654,2643952695.79,0.03,99.35,0.16,6,0.16
G2000250,2599,,,0,Kansas,Clark,1980,2.66,,9,2579,2530954965.23,0,99.23,0.35,2,0.08
G2000270,9802,,,22,Kansas,Clay,1980,14.95,,10,9748,1697583733.92,0.22,99.45,0.1,12,0.12
G2000290,12494,,,18,Kansas,Cloud,1980,17.39,,6,12430,1860831342.43,0.14,99.49,0.05,15,0.12
G2000310,9370,,,2,Kansas,Coffey,1980,14.31,,37,9294,1695331910.44,0.02,99.19,0.39,15,0.16
G2000330,2554,,,1,Kansas,Comanche,1980,3.23,,2,2548,2045320411.1,0.04,99.77,0.08,0,0
G2000350,36824,,,891,Kansas,Cowley,1980,32.51,,539,34679,2933439648.17,2.42,94.17,1.46,97,0.26
G2000370,37916,,,432,Kansas,Crawford,1980,63.72,,169,36998,1541171039.1,1.14,97.58,0.45,126,0.33
G2000390,4509,,,0,Kansas,Decatur,1980,5.04,,8,4493,2315911983.16,0,99.65,0.18,7,0.16
G2000410,20175,,,75,Kansas,Dickinson,1980,23.68,,34,19897,2206981639.92,0.37,98.62,0.17,43,0.21
G2000430,9268,,,249,Kansas,Doniphan,1980,23.34,,91,8893,1028395371.66,2.69,95.95,0.98,15,0.16
G2000450,67640,,,3065,Kansas,Douglas,1980,142.56,,1749,60422,1228874303.43,4.53,89.33,2.59,1032,1.53
G2000470,4271,,,4,Kansas,Edwards,1980,6.87,,8,4117,1611232185.4,0.09,96.39,0.19,8,0.19
G2000490,3918,,,0,Kansas,Elk,1980,6.02,,19,3870,1684443418.24,0,98.77,0.48,7,0.18
G2000510,26098,,,119,Kansas,Ellis,1980,28.98,,34,25712,2332213945.81,0.46,98.52,0.13,69,0.26
G2000530,6640,,,3,Kansas,Ellsworth,1980,9.18,,10,6547,1873713472.74,0.05,98.6,0.15,10,0.15
G2000550,23825,,,197,Kansas,Finney,1980,18.29,,123,21444,3373758438.53,0.83,90.01,0.52,100,0.42
G2000570,24315,,,354,Kansas,Ford,1980,22.12,,79,22825,2847153766.36,1.46,93.87,0.32,84,0.35
G2000590,22062,,,329,Kansas,Franklin,1980,38.26,,103,21410,1493526688.78,1.49,97.04,0.47,56,0.25
G2000610,29852,,,5705,Kansas,Geary,1980,73.82,,158,21678,1047378950.77,19.11,72.62,0.53,1053,3.53
G2000630,3726,,,2,Kansas,Gove,1980,3.48,,5,3705,2775105544.45,0.05,99.44,0.13,2,0.05
G2000650,3995,,,138,Kansas,Graham,1980,4.45,,2,3844,2327543152.43,3.45,96.22,0.05,9,0.23
G2000670,6977,,,3,Kansas,Grant,1980,12.13,,31,6334,1489349310.23,0.04,90.78,0.44,22,0.32
G2000690,5138,,,6,Kansas,Gray,1980,5.91,,4,5053,2251587449.34,0.12,98.35,0.08,5,0.1
G2000710,1845,,,8,Kansas,Greeley,1980,2.37,,4,1777,2015025533.53,0.43,96.31,0.22,1,0.05
G2000730,8764,,,0,Kansas,Greenwood,1980,7.6,,51,8677,2985196023.69,0,99.01,0.58,5,0.06
G2000750,2514,,,2,Kansas,Hamilton,1980,2.52,,5,2461,2583837236.89,0.08,97.89,0.2,1,0.04
G2000770,7778,,,24,Kansas,Harper,1980,9.69,,18,7700,2079644076.18,0.31,99,0.23,5,0.06
G2000790,30531,,,495,Kansas,Harvey,1980,56.49,,96,29003,1399902903.35,1.62,95,0.31,108,0.35
G2000810,3814,,,1,Kansas,Haskell,1980,6.6,,20,3571,1496308857.57,0.03,93.63,0.52,11,0.29
G2000830,2269,,,21,Kansas,Hodgeman,1980,2.64,,4,2232,2228019128.14,0.93,98.37,0.18,2,0.09
G2000850,11644,,,23,Kansas,Jackson,1980,17.7,,543,11046,1703850518.99,0.2,94.86,4.66,12,0.1
G2000870,15207,,,51,Kansas,Jefferson,1980,27.3,,110,14997,1442474905.83,0.34,98.62,0.72,21,0.14
G2000890,5241,,,4,Kansas,Jewell,1980,5.73,,11,5218,2368464038.91,0.08,99.56,0.21,4,0.08
G2000910,270269,,,3161,Kansas,Johnson,1980,562.89,,674,262619,1243572268.28,1.17,97.17,0.25,2118,0.78
G2000930,3435,,,3,Kansas,Kearny,1980,3.94,,16,3180,2257196489.78,0.09,92.58,0.47,3,0.09
G2000950,8960,,,3,Kansas,Kingman,1980,10.34,,15,8870,2244747467.16,0.03,99,0.17,16,0.18
G2000970,4046,,,3,Kansas,Kiowa,1980,5.6,,6,4019,1871582372.15,0.07,99.33,0.15,6,0.15
G2000990,25682,,,1179,Kansas,Labette,1980,39.31,,253,23911,1692047523.59,4.59,93.1,0.99,67,0.26
G2001010,2472,,,0,Kansas,Lane,1980,3.45,,1,2442,1858139650.52,0,98.79,0.04,1,0.04
G2001030,54809,,,5508,Kansas,Leavenworth,1980,117.03,,275,47721,1212967041.49,10.05,87.07,0.5,507,0.93
G2001050,4145,,,0,Kansas,Lincoln,1980,5.76,,5,4120,1864630975.15,0,99.4,0.12,1,0.02
G2001070,8234,,,35,Kansas,Linn,1980,13.58,,34,8154,1570286324.33,0.43,99.03,0.41,7,0.09
G2001090,3478,,,25,Kansas,Logan,1980,3.24,,7,3438,2779307243.38,0.72,98.85,0.2,2,0.06
G2001110,35108,,,764,Kansas,Lyon,1980,41.06,,174,33051,2214792396.64,2.18,94.14,0.5,173,0.49
G2001130,26855,,,184,Kansas,McPherson,1980,29.8,,68,26373,2334192491.84,0.69,98.21,0.25,111,0.41
G2001150,13522,,,58,Kansas,Marion,1980,14.18,,34,13339,2469658815.08,0.43,98.65,0.25,21,0.16
G2001170,12787,,,6,Kansas,Marshall,1980,14.14,,5,12750,2342276627.31,0.05,99.71,0.04,13,0.1
G2001190,4788,,,0,Kansas,Meade,1980,4.89,,12,4676,2537311155.35,0,97.66,0.25,5,0.1
G2001210,21618,,,617,Kansas,Miami,1980,36.63,,74,20807,1528486049.04,2.85,96.25,0.34,54,0.25
G2001230,8117,,,16,Kansas,Mitchell,1980,11.3,,17,8044,1861223431.19,0.2,99.1,0.21,27,0.33
G2001250,42281,,,2742,Kansas,Montgomery,1980,64.91,,535,38512,1687116165.19,6.49,91.09,1.27,125,0.3
G2001270,6419,,,19,Kansas,Morris,1980,9.13,,22,6346,1820343844.37,0.3,98.86,0.34,8,0.12
G2001290,3454,,,4,Kansas,Morton,1980,4.73,,8,3274,1890541896.01,0.12,94.79,0.23,17,0.49
G2001310,11211,,,33,Kansas,Nemaha,1980,15.58,,16,11123,1863229563.36,0.29,99.22,0.14,23,0.21
G2001330,18967,,,221,Kansas,Neosho,1980,32.81,,80,18424,1497071578.08,1.17,97.14,0.42,40,0.21
G2001350,4498,,,3,Kansas,Ness,1980,4.18,,2,4473,2784253871.51,0.07,99.44,0.04,14,0.31
G2001370,6689,,,15,Kansas,Norton,1980,7.59,,2,6645,2282786816.55,0.22,99.34,0.03,14,0.21
G2001390,15319,,,18,Kansas,Osage,1980,21.3,,47,15154,1862787682.57,0.12,98.92,0.31,26,0.17
G2001410,5959,,,8,Kansas,Osborne,1980,6.66,,12,5917,2316171663.3,0.13,99.3,0.2,5,0.08
G2001430,5971,,,7,Kansas,Ottawa,1980,8.27,,11,5940,1869705641.86,0.12,99.48,0.18,7,0.12
G2001450,8065,,,198,Kansas,Pawnee,1980,10.69,,34,7616,1954294643.11,2.46,94.43,0.42,75,0.93
G2001470,7406,,,15,Kansas,Phillips,1980,8.28,,9,7369,2317546561.33,0.2,99.5,0.12,5,0.07
G2001490,14782,,,27,Kansas,Pottawatomie,1980,17.15,,49,14605,2232744138.15,0.18,98.8,0.33,55,0.37
G2001510,10275,,,141,Kansas,Pratt,1980,13.97,,40,9982,1905600119.31,1.37,97.15,0.39,22,0.21
G2001530,4105,,,1,Kansas,Rawlins,1980,3.84,,3,4090,2770568430.01,0.02,99.63,0.07,1,0.02
G2001550,64983,,,1472,Kansas,Reno,1980,51.12,,276,61708,3292542191.64,2.27,94.96,0.42,141,0.22
G2001570,7569,,,1,Kansas,Republic,1980,10.51,,7,7537,1865598086.17,0.01,99.58,0.09,13,0.17
G2001590,11900,,,108,Kansas,Rice,1980,16.34,,78,11549,1886279046.54,0.91,97.05,0.66,23,0.19
G2001610,63505,,,6764,Kansas,Riley,1980,102.08,,371,52733,1611241873.37,10.65,83.04,0.58,1394,2.2
G2001630,7006,,,16,Kansas,Rooks,1980,7.82,,18,6943,2318974646.15,0.23,99.1,0.26,18,0.26
G2001650,4516,,,2,Kansas,Rush,1980,6.29,,4,4494,1860693686.18,0.04,99.51,0.09,4,0.09
G2001670,8868,,,35,Kansas,Russell,1980,9.86,,20,8789,2328360764.83,0.39,99.11,0.23,8,0.09
G2001690,48905,,,1464,Kansas,Saline,1980,67.8,,142,46307,1868104367.02,2.99,94.69,0.29,354,0.72
G2001710,5782,,,9,Kansas,Scott,1980,8.06,,17,5650,1858687292.67,0.16,97.72,0.29,20,0.35
G2001730,366531,,,31764,Kansas,Sedgwick,1980,363.11,,3287,319416,2614371115.54,8.67,87.15,0.9,4393,1.2
G2001750,17071,,,790,Kansas,Seward,1980,26.65,,95,14864,1658928109.74,4.63,87.07,0.56,111,0.65
G2001770,154916,,,11842,Kansas,Shawnee,1980,278.47,,1408,137423,1440851918.76,7.64,88.71,0.91,715,0.46
G2001790,3544,,,0,Kansas,Sheridan,1980,3.95,,1,3535,2322197733.05,0,99.75,0.03,5,0.14
G2001810,7759,,,16,Kansas,Sherman,1980,7.35,,17,7400,2735057979.29,0.21,95.37,0.22,10,0.13
G2001830,5947,,,1,Kansas,Smith,1980,6.63,,5,5925,2321990595.17,0.02,99.63,0.08,8,0.13
G2001850,5694,,,23,Kansas,Stafford,1980,7.16,,6,5607,2058326839.9,0.4,98.47,0.11,11,0.19
G2001870,2339,,,5,Kansas,Stanton,1980,3.44,,19,2133,1761356452.76,0.21,91.19,0.81,12,0.51
G2001890,4736,,,38,Kansas,Stevens,1980,6.51,,39,4498,1884760232.84,0.8,94.97,0.82,5,0.11
G2001910,24928,,,142,Kansas,Sumner,1980,21.04,,155,24191,3068588082.77,0.57,97.04,0.62,46,0.18
G2001930,8451,,,19,Kansas,Thomas,1980,7.86,,7,8354,2783967564.96,0.22,98.85,0.08,19,0.22
G2001950,4165,,,4,Kansas,Trego,1980,4.63,,6,4137,2328461411.12,0.1,99.33,0.14,6,0.14
G2001970,6867,,,51,Kansas,Wabaunsee,1980,8.59,,11,6753,2071460154.38,0.74,98.34,0.16,6,0.09
G2001990,2045,,,14,Kansas,Wallace,1980,2.24,,5,2009,2367366154.23,0.68,98.24,0.24,4,0.2
G2002010,8543,,,0,Kansas,Washington,1980,9.5,,12,8514,2327973618.7,0,99.66,0.14,7,0.08
G2002030,3041,,,1,Kansas,Wichita,1980,4.23,,1,2711,1861014310.51,0.03,89.15,0.03,5,0.16
G2002050,12128,,,29,Kansas,Wilson,1980,21.09,,48,11970,1489179469.7,0.24,98.7,0.4,20,0.16
G2002070,4600,,,27,Kansas,Woodson,1980,9.1,,31,4506,1309117286.36,0.59,97.96,0.67,7,0.15
G2002090,172335,,,41506,Kansas,Wyandotte,1980,1106.9,,806,124664,403238649.378,24.08,72.34,0.47,718,0.42
G2600010,9740,,,6,Michigan,Alcona,1980,14.03,,44,9660,1798564578.38,0.06,99.18,0.45,16,0.16
G2600030,9225,,,49,Michigan,Alger,1980,9.84,,194,8952,2427916767.33,0.53,97.04,2.1,14,0.15
G2600050,81555,,,1471,Michigan,Allegan,1980,96.76,,399,78354,2182891603.23,1.8,96.08,0.49,190,0.23
G2600070,32315,,,19,Michigan,Alpena,1980,54.34,,83,32134,1540233949.56,0.06,99.44,0.26,33,0.1
G2600090,16194,,,15,Michigan,Antrim,1980,30.84,,119,16019,1360073373.63,0.09,98.92,0.73,20,0.12
G2600110,14706,,,7,Michigan,Arenac,1980,39.95,,87,14529,953335275.397,0.05,98.8,0.59,20,0.14
G2600130,8484,,,58,Michigan,Baraga,1980,9.25,,754,7656,2376214097.43,0.68,90.24,8.89,9,0.11
G2600150,45781,,,66,Michigan,Barry,1980,79.36,,174,45259,1494155957.81,0.14,98.86,0.38,76,0.17
G2600170,119881,,,1023,Michigan,Bay,1980,267.75,,602,116172,1159619492.04,0.85,96.91,0.5,289,0.24
G2600190,11205,,,36,Michigan,Benzie,1980,32.23,,143,10970,900305032.516,0.32,97.9,1.28,13,0.12
G2600210,171276,,,24817,Michigan,Berrien,1980,295.18,,593,144007,1502799605.18,14.49,84.08,0.35,822,0.48
G2600230,40188,,,79,Michigan,Branch,1980,77.36,,102,39855,1345464461.92,0.2,99.17,0.25,58,0.14
G2600250,141557,,,13577,Michigan,Calhoun,1980,197.04,,445,125616,1860738407.58,9.59,88.74,0.31,541,0.38
G2600270,49499,,,4150,Michigan,Cass,1980,97.35,,256,44740,1316907583.2,8.38,90.39,0.52,110,0.22
G2600290,19907,,,15,Michigan,Charlevoix,1980,43.88,,325,19511,1174868495.98,0.08,98.01,1.63,38,0.19
G2600310,20649,,,13,Michigan,Cheboygan,1980,25.95,,240,20347,2061080376.53,0.06,98.54,1.16,32,0.15
G2600330,29029,,,369,Michigan,Chippewa,1980,18.37,,2395,26121,4093445369.54,1.27,89.98,8.25,52,0.18
G2600350,23822,,,8,Michigan,Clare,1980,41.41,,138,23620,1489787977.15,0.03,99.15,0.58,20,0.08
G2600370,55893,,,169,Michigan,Clinton,1980,97.28,,218,54894,1488125435.59,0.3,98.21,0.39,92,0.16
G2600390,9465,,,56,Michigan,Crawford,1980,16.8,,44,9333,1459111690.19,0.59,98.61,0.46,16,0.17
G2600410,38947,,,12,Michigan,Delta,1980,33.02,,439,38290,3055104985.64,0.03,98.31,1.13,53,0.14
G2600430,25341,,,8,Michigan,Dickinson,1980,32.61,,37,25244,2012670146.5,0.03,99.62,0.15,26,0.1
G2600450,88337,,,1987,Michigan,Eaton,1980,152.56,,263,84846,1499647306.06,2.25,96.05,0.3,399,0.45
G2600470,22992,,,100,Michigan,Emmet,1980,47.57,,588,22169,1251712294.79,0.43,96.42,2.56,39,0.17
G2600490,450449,,,78804,Michigan,Genesee,1980,693.71,,2692,362824,1681776589.75,17.49,80.55,0.6,1936,0.43
G2600510,19957,,,11,Michigan,Gladwin,1980,38.64,,95,19812,1337534774.22,0.06,99.27,0.48,19,0.1
G2600530,19686,,,129,Michigan,Gogebic,1980,17.21,,260,19256,2963036524.62,0.66,97.82,1.32,20,0.1
G2600550,54899,,,163,Michigan,Grand Traverse,1980,111.99,,394,54062,1269592058.12,0.3,98.48,0.72,142,0.26
G2600570,40448,,,36,Michigan,Gratiot,1980,70.76,,125,39482,1480443054.17,0.09,97.61,0.31,59,0.15
G2600590,42071,,,101,Michigan,Hillsdale,1980,69.29,,75,41682,1572476045.97,0.24,99.08,0.18,93,0.22
G2600610,37872,,,110,Michigan,Houghton,1980,36.36,,76,37315,2697782603.27,0.29,98.53,0.2,238,0.63
G2600630,36459,,,25,Michigan,Huron,1980,43.46,,78,36096,2172526480.09,0.07,99,0.21,56,0.15
G2600650,275520,,,21282,Michigan,Ingham,1980,491.18,,1512,242649,1452814056.23,7.72,88.07,0.55,2766,1
G2600670,51815,,,1642,Michigan,Ionia,1980,89.3,,188,49402,1502778237.55,3.17,95.34,0.36,104,0.2
G2600690,28349,,,654,Michigan,Iosco,1980,50.05,,157,27219,1466992078.21,2.31,96.01,0.55,140,0.49
G2600710,13635,,,2,Michigan,Iron,1980,11.26,,60,13533,3136449240.23,0.01,99.25,0.44,26,0.19
G2600730,54110,,,488,Michigan,Isabella,1980,93.66,,680,52326,1496348513.71,0.9,96.7,1.26,163,0.3
G2600750,151495,,,10840,Michigan,Jackson,1980,209.32,,494,138529,1874527760.56,7.16,91.44,0.33,522,0.34
G2600770,212378,,,15846,Michigan,Kalamazoo,1980,366.06,,653,192265,1502648419.08,7.46,90.53,0.31,1417,0.67
G2600790,10952,,,3,Michigan,Kalkaska,1980,19.19,,34,10875,1478242089.99,0.03,99.3,0.31,25,0.23
G2600810,444506,,,31460,Michigan,Kent,1980,509.65,,2055,403512,2258916184.76,7.08,90.78,0.46,2382,0.54
G2600830,1963,,,9,Michigan,Keweenaw,1980,3.49,,1,1942,1457918695.86,0.46,98.93,0.05,2,0.1
G2600850,7711,,,1285,Michigan,Lake,1980,13.42,,50,6333,1488200780.51,16.66,82.13,0.65,7,0.09
G2600870,70038,,,163,Michigan,Lapeer,1980,105.63,,165,68767,1717361501.28,0.23,98.19,0.24,184,0.26
G2600890,14007,,,18,Michigan,Leelanau,1980,37.26,,178,13757,973637319.83,0.13,98.22,1.27,21,0.15
G2600910,89948,,,758,Michigan,Lenawee,1980,118.15,,170,86530,1971779713.45,0.84,96.2,0.19,293,0.33
G2600930,100289,,,478,Michigan,Livingston,1980,171.31,,411,98808,1516248670.37,0.48,98.52,0.41,271,0.27
G2600950,6659,,,1,Michigan,Luce,1980,7.18,,254,6392,2401652015.48,0.02,95.99,3.81,9,0.14
G2600970,10178,,,5,Michigan,Mackinac,1980,9.58,,901,9246,2752863090.31,0.05,90.84,8.85,13,0.13
G2600990,694600,,,9142,Michigan,Macomb,1980,1438.51,,1938,675135,1250599394.28,1.32,97.2,0.28,5616,0.81
G2601010,23019,,,47,Michigan,Manistee,1980,41.33,,202,22615,1442674190.97,0.2,98.24,0.88,51,0.22
G2601030,74101,,,1270,Michigan,Marquette,1980,39.62,,613,71570,4844416163.64,1.71,96.58,0.83,339,0.46
G2601050,26365,,,178,Michigan,Mason,1980,51.69,,169,25727,1321052777.45,0.68,97.58,0.64,93,0.35
G2601070,36961,,,782,Michigan,Mecosta,1980,64.72,,153,35780,1479136686.09,2.12,96.8,0.41,120,0.32
G2601090,26201,,,6,Michigan,Menominee,1980,24.91,,307,25827,2723903593.57,0.02,98.57,1.17,36,0.14
G2601110,73578,,,566,Michigan,Midland,1980,139.38,,190,71844,1367212796.55,0.77,97.64,0.26,587,0.8
G2601130,10009,,,2,Michigan,Missaukee,1980,17.44,,33,9925,1486172985.52,0.02,99.16,0.33,15,0.15
G2601150,134659,,,2313,Michigan,Monroe,1980,241.52,,255,131025,1444060188.29,1.72,97.3,0.19,280,0.21
G2601170,47555,,,112,Michigan,Montcalm,1980,65.96,,161,46887,1867320809.42,0.24,98.6,0.34,111,0.23
G2601190,7492,,,1,Michigan,Montmorency,1980,13.32,,19,7455,1456694166.81,0.01,99.51,0.25,8,0.11
G2601210,157589,,,19175,Michigan,Muskegon,1980,298.92,,1120,135531,1365427884.48,12.17,86,0.71,395,0.25
G2601230,34917,,,555,Michigan,Newaygo,1980,40.54,,142,33808,2230974445.96,1.59,96.82,0.41,59,0.17
G2601250,1011793,,,47962,Michigan,Oakland,1980,1114.32,,2725,942067,2351693227.89,4.74,93.11,0.27,11720,1.16
G2601270,22002,,,42,Michigan,Oceana,1980,40.25,,218,20901,1415603760.27,0.19,95,0.99,33,0.15
G2601290,16436,,,9,Michigan,Ogemaw,1980,28.6,,63,16337,1488269053.1,0.05,99.4,0.38,16,0.1
G2601310,9861,,,3,Michigan,Ontonagon,1980,7.42,,62,9773,3441416267.28,0.03,99.11,0.63,16,0.16
G2601330,18928,,,17,Michigan,Osceola,1980,33.03,,77,18774,1484316864.14,0.09,99.19,0.41,35,0.18
G2601350,6858,,,1,Michigan,Oscoda,1980,12,,30,6817,1480345646.84,0.01,99.4,0.44,2,0.03
G2601370,14993,,,6,Michigan,Otsego,1980,28.51,,29,14889,1362269260.6,0.04,99.31,0.19,56,0.37
G2601390,157174,,,632,Michigan,Ottawa,1980,272.23,,419,152789,1495355672.62,0.4,97.21,0.27,689,0.44
G2601410,14267,,,6,Michigan,Presque Isle,1980,20.83,,40,14177,1774133935,0.04,99.37,0.28,30,0.21
G2601430,16374,,,0,Michigan,Roscommon,1980,28.24,,51,16290,1501772333.35,0,99.49,0.31,15,0.09
G2601450,228059,,,35841,Michigan,Saginaw,1980,279.56,,910,182472,2112842009.18,15.72,80.01,0.4,811,0.36
G2601470,138802,,,2804,Michigan,St Clair,1980,191.16,,557,134109,1880623059.31,2.02,96.62,0.4,302,0.22
G2601490,56083,,,1360,Michigan,St Joseph,1980,107.61,,143,54256,1349775008.76,2.42,96.74,0.25,167,0.3
G2601510,40789,,,16,Michigan,Sanilac,1980,42.31,,95,40119,2496777261.73,0.04,98.36,0.23,50,0.12
G2601530,8575,,,3,Michigan,Schoolcraft,1980,7.02,,351,8203,3163784852.93,0.03,95.66,4.09,13,0.15
G2601550,71140,,,67,Michigan,Shiawassee,1980,131.56,,317,70273,1400478627.94,0.09,98.78,0.45,148,0.21
G2601570,56961,,,323,Michigan,Tuscola,1980,69.95,,183,55838,2109006859.01,0.57,98.03,0.32,116,0.2
G2601590,66814,,,5041,Michigan,Van Buren,1980,107.22,,467,60206,1613934709.74,7.54,90.11,0.7,119,0.18
G2601610,264748,,,28323,Michigan,Washtenaw,1980,366.42,,706,227091,1871321245.26,10.7,85.78,0.27,5631,2.13
G2601630,2337891,,,829983,Michigan,Wayne,1980,3785.2,,6652,1457914,1599679045.82,35.5,62.36,0.28,15177,0.65
G2601650,25102,,,12,Michigan,Wexford,1980,43.59,,85,24905,1491403476.58,0.05,99.22,0.34,48,0.19
G2700010,13404,,,12,Minnesota,Aitkin,1980,6.72,,127,13223,5168394488.71,0.09,98.65,0.95,20,0.15
G2700030,195998,,,382,Minnesota,Anoka,1980,439.21,,1112,192299,1155781018.56,0.19,98.11,0.57,1496,0.76
G2700050,29336,,,10,Minnesota,Becker,1980,20.3,,1720,27487,3742724586.04,0.03,93.7,5.86,45,0.15
G2700070,30982,,,37,Minnesota,Beltrami,1980,10.14,,3917,26838,7913949777.43,0.12,86.62,12.64,51,0.16
G2700090,25187,,,35,Minnesota,Benton,1980,60.99,,55,24976,1069645289.14,0.14,99.16,0.22,60,0.24
G2700110,7716,,,0,Minnesota,Big Stone,1980,14.62,,16,7646,1367263779.1,0,99.09,0.21,29,0.38
G2700130,52314,,,207,Minnesota,Blue Earth,1980,68.3,,87,51466,1983642439.01,0.4,98.38,0.17,294,0.56
G2700150,28645,,,3,Minnesota,Brown,1980,46.31,,27,28502,1602156962.21,0.01,99.5,0.09,92,0.32
G2700170,29936,,,29,Minnesota,Carlton,1980,34.2,,818,29020,2266807902.73,0.1,96.94,2.73,47,0.16
G2700190,37046,,,44,Minnesota,Carver,1980,98.49,,66,36782,974214404.684,0.12,99.29,0.18,106,0.29
G2700210,21050,,,14,Minnesota,Cass,1980,8.72,,1895,19055,6252683267.83,0.07,90.52,9,42,0.2
G2700230,14941,,,3,Minnesota,Chippewa,1980,25.42,,25,14772,1522433053.57,0.02,98.87,0.17,73,0.49
G2700250,25717,,,28,Minnesota,Chisago,1980,58.12,,76,25501,1146024109.92,0.11,99.16,0.3,59,0.23
G2700270,49327,,,148,Minnesota,Clay,1980,46.86,,202,48453,2726527826.04,0.3,98.23,0.41,171,0.35
G2700290,8761,,,2,Minnesota,Clearwater,1980,8.51,,627,8117,2667083847.6,0.02,92.65,7.16,7,0.08
G2700310,4092,,,11,Minnesota,Cook,1980,2.55,,276,3780,4159503415.78,0.27,92.38,6.74,9,0.22
G2700330,14854,,,8,Minnesota,Cottonwood,1980,22.89,,12,14785,1680644029.36,0.05,99.54,0.08,35,0.24
G2700350,41722,,,50,Minnesota,Crow Wing,1980,36.08,,191,41298,2994797940.68,0.12,98.98,0.46,142,0.34
G2700370,194279,,,1160,Minnesota,Dakota,1980,331.35,,447,190054,1518576266.24,0.6,97.83,0.23,1553,0.8
G2700390,14773,,,10,Minnesota,Dodge,1980,33.6,,22,14686,1138611311.4,0.07,99.41,0.15,35,0.24
G2700410,27839,,,4,Minnesota,Douglas,1980,38.67,,45,27652,1864602342.56,0.01,99.33,0.16,91,0.33
G2700430,19714,,,4,Minnesota,Faribault,1980,27.32,,8,19468,1868949487.18,0.02,98.75,0.04,61,0.31
G2700450,21930,,,10,Minnesota,Fillmore,1980,25.44,,15,21798,2232939736.59,0.05,99.4,0.07,44,0.2
G2700470,36329,,,2,Minnesota,Freeborn,1980,50.27,,35,35816,1871580186.78,0.01,98.59,0.1,76,0.21
G2700490,38749,,,44,Minnesota,Goodhue,1980,49.65,,185,38313,2021294186.01,0.11,98.87,0.48,151,0.39
G2700510,7171,,,0,Minnesota,Grant,1980,12.47,,8,7144,1489675798.1,0,99.62,0.11,16,0.22
G2700530,941411,,,32986,Minnesota,Hennepin,1980,1552.51,,10456,880391,1570512004.05,3.5,93.52,1.11,9839,1.05
G2700550,18382,,,8,Minnesota,Houston,1980,32.31,,26,18284,1473443376.92,0.04,99.47,0.14,28,0.15
G2700570,14098,,,8,Minnesota,Hubbard,1980,14.11,,248,13781,2588358253.51,0.06,97.75,1.76,51,0.36
G2700590,23600,,,45,Minnesota,Isanti,1980,52.23,,76,23382,1170330023.46,0.19,99.08,0.32,60,0.25
G2700610,43069,,,29,Minnesota,Itasca,1980,14.71,,1087,41771,7582684452.44,0.07,96.99,2.52,92,0.21
G2700630,13690,,,3,Minnesota,Jackson,1980,19.03,,5,13625,1863361726.91,0.02,99.53,0.04,32,0.23
G2700650,12161,,,7,Minnesota,Kanabec,1980,22.8,,17,12065,1381434722.75,0.06,99.21,0.14,51,0.42
G2700670,36763,,,25,Minnesota,Kandiyohi,1980,42.65,,59,36400,2232466534.92,0.07,99.01,0.16,139,0.38
G2700690,6672,,,0,Minnesota,Kittson,1980,6.05,,6,6640,2858027131.25,0,99.52,0.09,7,0.1
G2700710,17571,,,13,Minnesota,Koochiching,1980,5.57,,357,17123,8169434421.11,0.07,97.45,2.03,38,0.22
G2700730,10592,,,4,Minnesota,Lac Qui Parle,1980,13.61,,17,10539,2015046082.14,0.04,99.5,0.16,31,0.29
G2700750,13043,,,19,Minnesota,Lake,1980,5.7,,44,12928,5925172560.02,0.15,99.12,0.34,39,0.3
